Email,Address,Avatar,Avg Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
blevinseric@stephens.com,"PSC 3676, Box 1549APO AE 26130-7683",Orange,32.83810016055479,12.364341604455197,38.039109387074966,3.3091823280429797,468.9135013219844
stevenking@patterson.com,"94730 Martin MountNew Matthew, VI 08142-6708",LightGray,33.50370517913956,12.399436075147092,35.01280603355904,0.9686221157417688,357.5914394150861
samuel94@hotmail.com,"5480 Vazquez Crossing Suite 825East Christopherland, PA 42104",DarkViolet,33.30188161463884,12.542481050786341,38.31136489758187,3.7685619627098967,536.4231045259343
johnsonpaul@keller-woodard.org,USCGC DodsonFPO AA 87781-3935,LimeGreen,30.879484344127498,13.280432242922114,36.93615937845674,3.5851606351613436,490.2065999848547
twilliams@gibbs.net,Unit 6678 Box 6628DPO AP 44369,CadetBlue,33.15425475700075,11.795886676889108,37.65861690944284,4.5203533774965585,550.0475805761635
teresapacheco@salinas.biz,"75805 Larry MillsEast Cristian, MH 53820",DarkMagenta,32.04780097886789,12.718039174525654,37.661106683992855,3.6758488000184415,513.4505711860965
allison80@carson-hansen.com,"04311 Oconnor Park Apt. 415Kelleystad, ND 63064-8935",ForestGreen,33.63080076787103,12.039647840787234,38.924087050629204,2.873007508505152,497.8119300055205
turnerryan@hotmail.com,"770 Lewis Pike Apt. 869Phelpsport, PA 93969-4887",LightSkyBlue,34.04663802802127,12.474455453922836,35.037856159447585,4.055775961742958,578.9862585804897
walkererica@scott.com,"86536 Barnes TrackSouth Kyle, MT 21570-5606",MediumAquaMarine,33.644177000440536,13.160020040286033,36.4077474507818,3.015175298743708,506.5363931400864
mark94@yahoo.com,"586 Timothy Union Suite 592East Joseph, MO 81374",Salmon,32.65462160732388,11.052323653306686,37.63300941664362,4.717102512825834,501.74923330839226
daniellecuevas@hotmail.com,"9287 Daniel Rest Apt. 608Allentown, SD 73050",LavenderBlush,33.42874704259606,10.636761083696546,37.57883524203316,2.926396448726688,421.9667941858674
gbarnes@gmail.com,"8667 Suzanne Motorway Suite 241Spencechester, KY 74385-4618",Green,31.864832548098732,13.443405985146251,36.87831536782346,2.361086946869883,439.8912804768137
cody68@hotmail.com,"374 Dana JunctionsLangside, WI 36474",SpringGreen,34.48238804881123,13.28303286832567,35.907298426852456,4.9687426737281415,666.125591725772
fischermonica@gmail.com,"9847 Michael Plaza Suite 837Lake Christophershire, NV 87324-8427",Navy,32.529768731474434,11.747731701242175,36.93988205032054,0.8015157200042076,298.76200786180766
brenda25@gmail.com,"353 Jones Loaf Apt. 767South Michaelburgh, PR 16281-4840",OliveDrab,33.432231396262715,10.859608533152715,38.835670080853426,3.669225611315444,465.17662330529686
david58@yahoo.com,"6058 Thomas DivideMatthewland, PA 89442-8198",LightSalmon,33.30857161628053,11.691686125826351,37.48091197626706,1.7157771665531147,373.88572369695015
clifford76@johnson.com,"8032 Hodge Circle Apt. 255Lake Jessicashire, OR 54914",RosyBrown,32.33263706834172,11.548761439776756,38.57651554990162,4.773503047345896,532.7174856761749
jacquelinehughes@bennett-branch.info,"601 Ashley Loop Suite 162Port Benjaminview, DE 02456",DeepPink,34.71345123397026,11.72400223179126,36.81385766052378,4.087837272921703,554.9007830202702
victoria53@hotmail.com,"16329 Sara Neck Apt. 463Bryanside, TX 62329",Pink,32.63587799818993,12.178573080885847,35.6742560274292,4.131755039569861,537.7731625414566
cunninghamkyle@ellis-parker.org,"449 Williamson Lakes Apt. 118Travisville, AK 06848-0177",LightGreen,33.07570303157222,12.319845062066673,37.819155112276825,3.4427992020016864,501.100245232053
jjones@yahoo.com,"047 Carla LocksCoreymouth, AR 98066",GreenYellow,32.23014911593311,11.084360836740514,37.9596843202141,4.724027439824315,517.1651355939779
michaelferguson@torres-miles.net,"757 Amber Gateway Apt. 787New Stephaniechester, OR 61576-6056",Sienna,34.142863372870714,13.177774533773801,38.856041708111945,3.2309738432875563,557.5292736134538
crawforderik@price.org,"5183 Michael RampEast Lukeburgh, FL 93972",DarkKhaki,32.4971984614607,12.832802836968114,37.67924462448078,2.9722713820798212,493.71919297817595
jlawson@mccarthy.com,"0127 Morgan Fields Apt. 080Thompsonfurt, ME 01160-7043",LightGray,33.122399984316985,11.509047996817198,37.25305774145061,3.1823297317868184,452.12262508578493
marshchristopher@zimmerman-villegas.com,"667 Stephanie Lake Apt. 658Marthashire, NC 11815-2307",DarkRed,33.088529366211525,11.85766344472502,36.0869343253416,4.8063496187852826,577.2734549822936
oolson@collins.com,"07867 Horn LakeWest Teresatown, VT 64387-1228",Aqua,32.53379686092211,12.293365838346627,37.06462119956545,3.6203649883552,485.9231305248517
isaiahcampbell@yahoo.com,"55414 Ramirez Union Apt. 614West Crystal, CA 03845-2631",Red,32.48426048276214,10.93325227854703,36.54550622682937,3.261324744787093,425.74509203105276
kcannon@alvarez-cline.info,"55479 Peters Field Apt. 702North Micheleberg, PR 45063",Lavender,32.543459169597696,13.332839284456394,37.964390331775896,3.597459968849926,537.2150526997326
nielsencarmen@harrell.net,"2491 Yates Crest Suite 316Connieville, FL 92080-0819",DeepPink,32.28312306113335,10.902556227019767,36.09424195284947,4.789201624179895,524.6379646141048
efreeman@moore.com,"223 Powell RidgesEast Richardtown, RI 90715-2178",White,32.200798643965314,12.276981712741966,38.23260622710401,3.3164647447029107,478.8853913201482
roblessarah@hotmail.com,"022 Taylor Mews Suite 692Hallberg, NJ 53614",MediumSeaGreen,34.71331650656199,12.038808239866547,37.63529940965426,4.632460945972205,612.3852298963608
christopherhaas@gmail.com,"56674 Melanie FlatsSchneiderberg, IN 66532",MediumPurple,32.71251232693568,11.724473856834607,37.15315160406014,3.3084430006746035,476.76672415476344
ethomas@yahoo.com,"1279 Douglas MountainsPort Christopherberg, RI 32811-8325",LightGreen,33.69489765096749,11.202669899735568,35.49396408005128,4.015986640445782,505.11963752820367
wevans@gmail.com,"222 Jason ParkDominguezshire, NC 98241",Tan,31.570200829320264,13.378063328893633,36.33780003116479,4.369366793790984,545.9454921414049
patrickorr@yahoo.com,"6009 Heather ParkHowardhaven, SD 51705-2993",LawnGreen,33.459476848964336,11.388612618641037,37.909138717559856,2.56663984381683,434.0216997527185
mary84@edwards.com,"19123 Craig Isle Apt. 719Millsmouth, SC 94194",LightSkyBlue,31.820998201672072,10.771074062599588,37.27863979370761,3.5190324339539223,424.67528101321335
longwilliam@gmail.com,"16068 Kelly ParksWrightside, NH 21447",BurlyWood,32.73322416398153,11.818571762284998,37.102031326859105,1.503854421225295,352.55010816300035
lisagutierrez@johnson-herring.net,"89300 Amber Centers Apt. 879Victoriaton, VT 98394",Peru,32.407148299996685,13.808798675105963,37.42676891745393,5.039955263662929,662.9610878058954
david81@hotmail.com,"1576 Lane ShoalRogerton, PR 63867-3426",Thistle,33.506092281309364,11.659832840871447,37.28139282998597,4.47871260846301,560.5601606242603
jacksonking@mccormick.com,"120 Micheal Fort Apt. 762East Patrickbury, WY 65946",DarkMagenta,30.83643267477343,13.100109538542807,35.907721429679654,3.361612984538193,467.5019004269896
jessica04@christian-riley.com,"338 Graham Loaf Suite 236East Toddton, FM 43566-4238",LemonChiffon,34.87849495417028,13.067895684999526,36.67822227440393,1.9207154781756468,504.87043239337237
simmonsmartin@hardy.com,"2302 Joshua ParkMillerbury, WA 30239-8144",MediumVioletRed,34.00721197222165,12.494322933269391,36.045459420486154,4.3307144618605635,590.56271964715
michellejohnson@sanders-rodriguez.com,"70562 Gonzalez StravenueElizabethland, WI 40700-9149",Teal,31.525752416968214,11.340035931978807,37.03951365322458,3.811248170807232,443.9656268098819
tylerhernandez@barton.info,"7613 Miguel Knoll Suite 762West Katherine, WV 19406",SlateGray,31.04722213948752,11.199660962300452,38.688709099424365,3.0887639575315755,392.4973991890214
connerjoseph@gmail.com,"981 David SquareNew Jacquelinetown, AK 66018-4092",Turquoise,34.59577669439264,11.332487778094174,35.459862797144744,4.541695256706066,568.7175759305222
jeffrey54@mcdonald-williams.com,"297 Francis ValleySouth Lindsey, NY 13669-5367",Gainsboro,34.96760988717724,13.91949439608817,37.95201318688309,5.066696864020984,712.3963268096637
hevans@kelly-nunez.org,Unit 4065 Box 2267DPO AE 69180-7372,Orchid,32.29524762622046,11.031358340409188,38.252978273334655,3.1074686827074625,413.29599918102974
lewiskendra@yahoo.com,"988 Matthew PlazaLake Jacobshire, AL 37889",Yellow,33.324240521849696,11.084584086421874,36.77601657686874,4.7469897029351396,562.0820453929382
freemantina@cannon.org,"870 Dennis ThroughwayWilsonport, PW 12658",AntiqueWhite,32.903454333014224,10.542645423983108,35.533863500263074,3.091826869545788,412.012931298847
wagnerbrian@hotmail.com,"50593 Wells Roads Apt. 110South Amy, MI 06969-2026",AliceBlue,32.55949313011333,11.79779551488024,37.777365796776465,3.1956257763719886,468.66846559912733
melissa08@nelson.com,"15863 Harrington Glens Suite 012Marystad, LA 50652-8210",Tomato,31.76561882104241,12.442616548294636,38.131712025636475,3.8502796390964265,496.55408163560713
karina59@gmail.com,"9580 Clark Trail Suite 687Williamsside, FM 57367",PapayaWhip,34.08164619679617,12.104542428062684,36.059645979864996,3.974522480483529,548.5185292758069
baldwinbryan@estrada-silva.biz,"1470 Kathleen PassSouth Christopherberg, SD 22850",MediumSeaGreen,33.304431285296005,12.37849022280867,38.76429717446252,3.843848921495288,536.1308968550213
audreyguerrero@carey.com,"1995 Susan Locks Suite 760East Cheryl, AR 37103-5176",BlueViolet,34.33075044367848,13.722453676229962,35.773116391246816,2.9090084604850786,558.4272571753238
drew29@hotmail.com,"20888 Erin ViaGrahamville, NH 72913-6101",Tomato,32.07894757956938,12.725909323593955,36.54466409871873,1.1390935384245742,357.86371863839173
michael00@yahoo.com,"03065 Henry Courts Suite 443Derekstad, VT 88473",DarkSlateGray,33.605798998912356,13.685118899623589,34.89198326749108,2.6852848361090778,529.0566631985306
jgray@khan-allen.com,"1416 Rachel CrescentWest Laurieside, IL 81119-7229",Gold,32.74515048083576,10.012583366223023,38.354959870264494,3.1089114491812744,387.3570727364218
bushsusan@hotmail.com,"20618 David SquareGayland, HI 78719-9628",Moccasin,32.12236479579778,11.435533874300315,36.22355746230224,4.852842407156434,528.9336185650203
charris@gmail.com,"2781 Matthew Wells Apt. 569Potterview, KS 50763-8282",MediumSeaGreen,32.53082944110282,12.354607081759855,37.12234520816764,2.30755242118396,420.91615953269286
longphillip@yahoo.com,"13044 Woods HeightsAndreamouth, ND 52317-6007",LightGreen,31.736635686050285,10.748533655415796,35.738707471214525,4.83552866742221,496.9334462555319
madisonalexander@gmail.com,"791 Allen Trafficway Suite 776Christopherland, DC 41460",Orange,34.11756669418932,11.59187166512224,37.743619699549896,3.6785893989539975,519.372976801355
mfoster@brown-white.com,"36192 Ho SpringNew Michael, RI 65851-6369",Cyan,33.63662445812838,11.236506758754027,37.675020732908045,5.254708925941115,591.4377355684502
sanchezkara@hotmail.com,"40494 Robert ParkHeatherside, IL 70364",SlateBlue,34.33486453305802,11.109456333168433,38.585854757332655,3.8928914802112553,502.4097853029053
floresbradley@hotmail.com,"446 Daniel Rest Suite 644Port Matthewhaven, MN 89465",BlanchedAlmond,34.814983943728855,12.114944955194904,36.28872395038688,4.3894552264165165,604.3348400688553
lamryan@curtis-garcia.net,"96393 Joshua RapidsJonesview, VA 58733",LavenderBlush,34.642669758092204,11.866481205181707,37.71777057005867,4.003325039023282,555.0683940545761
alexandra26@summers-davis.com,Unit 7032 Box 7016DPO AE 44749-2992,Navy,32.83694076702139,10.25654903128796,36.143908456341634,0.7895199078816915,256.67058229005585
ocortez@gmail.com,"4800 Ashley Spur Apt. 347Dannyfort, GA 23352",MediumBlue,32.299647163504964,12.168596472860555,37.073616172195656,4.403369830866465,547.1109823629461
melinda39@morton.info,"13693 Cox Falls Apt. 693Padillaview, PW 28998-0386",Moccasin,31.94801742116136,13.085356892368793,37.60565280041329,2.648596770203317,461.9208768928978
lisa94@jackson.com,"40288 Stephens Corner Apt. 221West Stephanie, OK 55617-4332",CadetBlue,32.72731919612472,13.013375627349653,36.65127791701514,2.3678482243852215,458.3769106506301
lucastaylor@yahoo.com,"63872 Chavez LodgeDanielton, NJ 85847",MediumTurquoise,33.94624061993669,10.9839767277944,37.951489458573896,3.0507129732180167,436.28349814675136
apark@walsh-obrien.net,"28942 Bradford CrescentNew Morganfurt, MD 77162-0478",DarkGreen,32.35147815076609,13.105158522307253,35.57484166706179,3.641497161540088,532.9352188376637
dominguezmaria@gmail.com,"1768 Rosales Ford Apt. 793Lake Markbury, SC 31567",RoyalBlue,34.173752023676585,12.144748536704865,37.25803145871123,3.397363092819078,512.5525343564016
jimmy11@hardin.com,"496 Bush Turnpike Apt. 674Donnabury, OR 32596-0079",DarkGoldenRod,32.97518182625784,13.90991551102909,37.79223754313028,4.297686524285517,630.4227632299235
patriciajackson@jenkins.info,"981 Matthew Valley Apt. 621Lake Tracyburgh, NM 33288-1364",Thistle,32.00475302036483,11.395209434440886,37.33281445580523,3.8033649990651752,463.74598112062944
rayvanessa@fischer.com,"2583 Mark SpringsLake Robert, AL 40928",White,34.19705969450868,13.033566182687187,37.07679515601331,2.6334199887174443,493.18021624931
gharrison@davis.com,"04140 Cameron Brooks Apt. 724South Laurenberg, HI 08562",MediumSpringGreen,33.177204666060376,11.622777173031125,35.96889569049679,3.634093727357596,501.2091726816533
alexandermichael@hotmail.com,"2086 Lisa ViewOrtegabury, MI 43544",WhiteSmoke,32.69323953887129,12.600750401563928,37.37011822360151,3.467014066009709,501.9282648732441
christopher66@hotmail.com,"388 Kelly PikeWest Jeffery, DE 44039-7785",BurlyWood,31.625360134830608,13.187910985159366,37.06708996741924,1.4943108951995074,376.3369007569242
archeremily@baldwin.com,USCGC HernandezFPO AE 53064,YellowGreen,31.260646869879523,13.266760352944493,36.971195097457155,2.267251114447051,421.3266312569514
hornesteven@gmail.com,"91425 Roy TrailRivaston, NE 34949-2588",White,31.72076990028731,11.752343171850052,38.57360522634684,5.023934200606659,538.774933478023
william28@gmail.com,"16763 Melissa Creek Suite 367North Keithland, PW 29458",Cyan,32.92261075834941,11.56811634209842,36.90937820695247,2.471750669720034,398.16346853365195
karenosborne@yahoo.com,"81814 Pratt Squares Suite 460North Robert, GU 77741-1307",SlateBlue,32.68624509039022,12.638572122192118,36.097220934711,4.2977374819712075,571.4710341154247
chansen@holt.com,"2380 Fisher Neck Suite 233Brianland, AZ 34453-0625",LightSkyBlue,34.05094675856064,11.388644575171455,39.08156474568163,2.4369588757864635,451.62861054019965
hallthomas@lane.com,"22630 Bell Centers Suite 030North Danielport, FM 31756",DarkTurquoise,32.454552537551066,11.82298329832392,36.94612578169275,3.656983926688144,490.6004425003995
taylorkimberly@yahoo.com,"0030 Mathis Square Suite 154South Jadehaven, AR 33997-4450",Gainsboro,31.283447476058157,12.725677367222989,35.96566746423624,5.000243360514445,591.7810894256675
clester@yahoo.com,"76778 Underwood KnollNew Gregory, ID 57323",LightCyan,32.98002919845364,11.201159766003187,37.68933697894965,2.4128309609709255,409.0704720533178
pvega@hotmail.com,"61629 Johnson UnderpassNew Eric, MI 92352-5044",LightCoral,31.909626827522736,11.347263611462731,36.323652468198226,5.314354141170212,563.4460356732392
vmartin@yahoo.com,"30242 Rubio ForestPort Kyleland, VA 18339-5779",Turquoise,34.40240964824356,14.220979108167345,37.52319665049046,4.0777750980104255,647.6194557251927
andreperez@hotmail.com,"17463 George PortsEast Julianborough, WY 68291",DarkOliveGreen,32.95976431107423,11.546275759510358,36.947953692845566,3.2750706813095327,448.34042501104767
anntaylor@hotmail.com,"PSC 1634, Box 8167APO AA 49814",Teal,33.78015676329505,11.91763618310149,36.844733815044506,3.634996006306897,518.7864830920807
hickmanelizabeth@yahoo.com,"12641 Greer Track Apt. 183North Mitchell, IA 77991-6276",DeepPink,32.6729435250038,12.276056984463208,37.192793532227846,3.9824715131070567,523.6339351357243
halljohn@yahoo.com,"311 Savannah Ramp Suite 245Carlsonbury, LA 08453-6035",MediumTurquoise,32.72852076313786,10.131712461927217,34.84561239331277,3.2877018240744085,393.8573709860865
cohensean@yahoo.com,"3751 Green LoafNew Julia, VT 20897",DarkCyan,33.40992258786484,12.026942222615626,36.13389429009422,2.3133498845806395,426.154547713103
jmartinez@anderson.org,"14889 Page PrairieDennisville, NV 27982-4210",PeachPuff,31.724202523845182,13.172287495263063,36.199753473916246,3.557813698186695,503.3878872879605
cbrady@gonzalez-miller.com,"193 Ashley Plaza Suite 706Hernandezport, WV 71270-7338",Aqua,32.71111929929533,12.326291385476885,36.67387835766538,3.350279287544909,482.60246732948264
pkline@hotmail.com,"PSC 6338, Box 7637APO AA 22066",MediumTurquoise,33.1366552476793,13.891313421778493,39.22071295098572,2.9070949348220267,524.7976275698038
martha91@garrison.net,"360 Albert SpringSouth Tylerbury, VA 92641-9077",HotPink,34.37939438496412,12.930928541308225,36.360247197934314,3.7927119551515887,574.6548433659394
maureenlopez@gmail.com,"82537 Alice CentersGregland, OR 71749",SeaShell,35.530904145898624,11.379257182400215,36.63610411908917,4.029453828152191,574.7472196620896
russellbaldwin@ferrell.info,"295 Michael Keys Apt. 706Ericfurt, KS 09476",Orange,33.24726795047748,14.069382336483994,38.99332245115573,4.9784757934702615,660.4251842914138
amandastanley@yahoo.com,"38528 Jerry Valleys Suite 027Jonesstad, NY 74787-2691",CadetBlue,32.096108993845185,10.804890557641668,37.37276214632111,2.6995620549722683,375.3984554102432
george02@hotmail.com,"3286 Lynch FieldHenrychester, RI 41833-7902",LightCoral,35.039283064909725,14.426491050422625,37.374183504897594,3.9306153266132897,640.1877400085722
swilliams@ball-arroyo.com,"450 Samantha ValleysCollinsborough, KS 37205-9891",Orchid,32.55052657442161,13.041244588162265,36.65520808395947,3.456233823526301,514.0098178487357
taylorjared@foster.net,"601 Mitchell Estates Suite 922Port Daniel, WV 83595",Crimson,32.58249357081853,11.739743796165989,36.85481082475086,2.1820169698233887,376.49684071853693
keith13@yahoo.com,"81830 Katie SquaresPort Austinland, FL 73522-0761",LightGoldenRodYellow,33.296981924626486,12.491058738018811,38.238940853091385,2.7095266269292764,484.51980911055114
schmidtdenise@hotmail.com,"06392 Matthew Viaduct Suite 000Lake Ronald, NY 45787-0181",DarkGoldenRod,33.108336148346,12.892374513653696,36.52738830431376,4.594116864603191,614.7296376283243
jasmin20@salas.com,"634 Nancy Shoals Suite 241South Barry, AR 52307",HotPink,33.902717794463925,11.668866514553864,37.341266161010715,4.25698328967803,567.4750105270774
christophermorrison@mcguire-carter.biz,"90089 Eric WellNicoleside, MT 95918",Blue,34.55528258670921,11.777772039564965,37.97982686004657,3.784273087078304,554.0030934297989
deborah51@yahoo.com,"4190 Shelton HarborsNorth Christopher, RI 60962",Violet,33.73264839262621,12.138793877121687,36.853882459920776,1.62341960945622,399.98387159812256
melindahartman@gmail.com,"3761 Jared MountainNicholasport, WY 51181",Pink,31.60051220030329,12.222967446546056,36.8227532265912,3.4145062403052493,479.17285149109694
sharper@yahoo.com,"239 Bush Fall Apt. 906Riveraville, KY 88906-3319",SandyBrown,34.318927438542204,13.402331896928285,37.29204470528371,3.6060868889081727,585.9318442972224
jessicabrewer@simmons.net,"5052 Mccoy Passage Apt. 328Teresaport, FM 97139",LightBlue,34.00648891839723,12.956276605432244,38.655094538522064,3.275733705185027,540.9957391083377
beckycarson@jones-brown.biz,"78787 Mitchell LightsMatthewville, AZ 30310-0130",Gold,33.54047906012372,12.884124621344766,36.22604169397467,5.007271986589903,628.0478039330168
jennifer24@hotmail.com,"46954 Melissa CornerNorth Amanda, LA 34844",SteelBlue,34.43642583784763,13.325469096138633,36.768603091480045,3.37125811322392,582.4919237338106
jeremy00@yahoo.com,"45442 Barber Key Apt. 882South Jaclyn, NM 24367-3001",FloralWhite,33.55169913754013,12.15858523387948,36.57513377612486,5.453969474611709,640.7861663983061
wellsjuan@schroeder.com,"0338 Francis JunctionLake Alexstad, NH 14302",Green,31.818616566769066,11.226545663510619,35.669935165958194,3.7558693892629655,446.41867337013565
gregorystewart@hotmail.com,"232 John Haven Suite 456Johnsonhaven, VT 90106-0173",PaleGoldenRod,32.36312129411639,12.461135435006733,37.74560774187829,4.664258497238649,570.6300980875259
tammyjones@griffin.com,"0859 Audrey IsleSouth Zachary, AS 09138",Navy,33.191570884444964,9.846124908736233,36.876313233417314,3.8066709485629935,423.3083340974698
djohnson@hotmail.com,"5358 Stephen Parkway Suite 894Kimview, MN 17436-4528",Coral,32.19249882778649,13.32541218598226,36.897294609068695,5.049927474652407,616.6602860166827
kenneth27@smith.com,"721 Robert Viaduct Apt. 052Lake Olivia, MO 93807",DarkGreen,32.60790271932764,13.677245841523792,37.744699695149066,2.871947536151015,530.3624688854229
johnathan33@yahoo.com,"836 Amy VillagesHannahside, RI 09207-2616",LightSteelBlue,32.26200310699493,11.644969546399302,37.02687697079434,3.2367328142505314,442.3631173838644
carrillojacob@perry-larsen.com,"909 Hicks MountainsGabriellaport, MD 33121",Aquamarine,32.271848280874984,13.485008988077054,37.55088041321525,3.086337272317325,511.9798599920658
greenelizabeth@edwards.com,"54051 Jenkins ViewEast Danielshire, IN 32905-7784",DarkViolet,33.79512493081247,11.620996507575207,38.4194685327455,4.559699083258959,560.4437921717631
denisemorrow@johnson-james.net,"24458 Hudson SquareHallside, PA 68038",MediumSpringGreen,31.654809675692764,13.014459152355206,37.789036347034184,3.0102097779609496,475.2634237275485
wandaphillips@leonard.com,"149 Monica Vista Apt. 908Jasonberg, TX 19632-8886",OliveDrab,33.07773079450243,11.466984219092824,35.675727630820134,1.8092295917763102,374.2696745439231
zachary94@gmail.com,"99902 Scott RoadJoyton, MT 46760-7400",Purple,31.312349599444342,11.684904192367506,38.71707629773135,3.594295099901167,463.5914180279406
ppowell@gmail.com,"74260 Carly Mews Suite 703Jonesberg, OR 39594",BlueViolet,32.87273861448019,12.09396635537946,36.62077385548951,3.0491957437894315,471.602884392892
bhill@pierce-kane.info,"3324 Branch Squares Suite 221Riddleton, OK 34594",RoyalBlue,33.708153408093004,14.325654943309248,35.7218273299056,3.6343402240734415,626.018672655394
matthewgraves@mills-shaffer.com,"66636 Jason ParkwayKellyside, NV 67033",DarkSeaGreen,33.908565031728365,12.914846634589114,39.06886445133981,1.4823596439649784,432.47206125141577
nwagner@yahoo.com,Unit 2079 Box 7792DPO AP 47668,AntiqueWhite,32.31290974594309,9.8244017703894,35.74277912557426,2.921350140816143,356.6155678900057
jamesfaulkner@hoffman-wolfe.org,Unit 0474 Box 0661DPO AP 48938-3469,Blue,34.39432664844985,12.807751833234732,38.55103028983871,1.8100798764120296,467.4278485003528
phillipscarrie@gmail.com,"625 Andrew LocksMadisonside, AZ 74068",FloralWhite,32.42330472721988,13.058277927143259,37.26387556144864,3.3731046739911137,503.21739311910665
samantha84@cortez.com,"960 Miller UnionEast Virginiastad, MS 74191-2346",Navy,33.539396346976595,10.534553499461076,37.03479128933126,2.2147975193939367,378.47356644790113
edward29@knapp.com,"4029 Gerald CapeSouth Laurenborough, SC 19130-5133",DarkOrange,33.37401692609311,11.143433077943628,35.94639914639546,5.454463277564527,584.2183134866807
hannahgilbert@gmail.com,"6961 Mary Stravenue Suite 857Hilltown, TX 52813-7703",Aqua,33.794755944865194,10.982805534662877,34.81063145023747,3.2018017221749915,451.7278633175868
lschroeder@gmail.com,"93101 Shannon CommonSouth Destiny, ND 30379-2855",Ivory,33.7709000976483,11.153966054877387,37.24032955207884,4.729484541572504,557.6341089957289
thomaswendy@yahoo.com,"449 Amanda TunnelJoshuahaven, CO 15377",LavenderBlush,31.309192640891823,11.947175323941774,36.19083323650043,3.205529764506833,432.7207178399336
fuenteskathryn@schmidt-johnson.org,"839 Heather CliffSouth Blake, SC 90412",Cyan,33.612563354981084,11.47056500466582,37.0616887661275,3.802511438790271,506.42385996980016
melissa08@rowe.net,"13799 Cortez Inlet Suite 733East Stevenshire, AL 32757",Tan,33.39826012958678,11.03785041365591,38.61733445368848,4.116340467131812,510.1598172791045
bradleysmith@barber.com,"581 Gilmore PortHeatherville, MS 20879",PaleVioletRed,33.622591840455804,11.167356897497287,35.62658733096311,5.462500764129898,587.5747994806404
morganorozco@hotmail.com,"0001 Mack MillNorth Jennifer, NE 42021-5936",LightPink,30.4925366965402,11.562936246652605,35.97656497174036,1.4816166268553612,282.4712457199145
johnsonhannah@gmail.com,"634 Robert Hill Apt. 800Coxtown, OK 32430",Thistle,31.904857131013607,12.227728279686652,36.98591347608606,3.771420131891554,473.94985742281614
javier02@landry.net,Unit 7029 Box 3429DPO AE 56975,CadetBlue,33.0264203526517,13.18681287300118,38.06692960186935,2.898299577888636,489.9080530975354
lmalone@gmail.com,USS BeasleyFPO AP 50556-7615,AntiqueWhite,32.975192902963855,13.394451788942055,37.80697766984659,3.5690465158585187,541.9722037582585
brandon77@richardson.com,"109 Jessica ManorNorth Patriciashire, PR 84726",GhostWhite,30.81620064887634,11.851398743073142,36.925043038878634,1.0845853030221226,266.086340948469
bhamilton@shaw.biz,"036 Mary Drive Apt. 581Port Brandytown, FL 66143",DarkOrchid,33.91401511732236,12.266503838947587,36.57503097579012,3.0234744460455456,494.68715581028533
randyrobinson@hotmail.com,"14548 Hayes Isle Apt. 436Garciaville, IN 65366",DarkGray,33.30267220801569,13.459222289832475,36.33952101023726,5.56638489205681,689.7876041747194
ecruz@yahoo.com,"08111 Barry HighwayBentonberg, GU 13706",Gainsboro,31.91207592920061,11.792971821961505,36.25781911850192,2.3951681299791368,387.5347163057077
wrightdanielle@gmail.com,"508 May HighwayPort Jacobview, MN 31932",DarkSalmon,32.40855895733437,10.98574015235435,37.36839124072731,3.5048334855202996,441.89663151788625
deandanny@yahoo.com,"9781 Lopez Spurs Apt. 300Fitzgeraldborough, MA 89035-4317",Ivory,32.64461690576892,12.637557159364276,36.5170857636486,5.226687712532106,604.8413188212228
dblair@gmail.com,"190 Kelley BurgWest Juliaport, IA 35826-8163",MediumSlateBlue,34.10227850874102,8.508152176032603,35.46240008104617,1.8382107022501144,302.18954780965197
veronicapruitt@hotmail.com,Unit 7502 Box 8345DPO AE 53747,Cyan,33.24850620315415,11.656592033851751,36.54860515461888,3.363411393785737,479.6148116731425
davischristina@hotmail.com,"49352 Avila Terrace Suite 624Amandaland, GA 99736",SeaGreen,34.72908016563062,11.9668980767806,36.54759627699104,2.957448756503683,506.132342437705
douglasdunlap@boone-rose.com,"093 Larson PortsWest Kathryn, OK 91243",Purple,30.3931845423455,11.80298577760313,36.315763151803424,2.0838141920346707,319.9288698031936
david28@wallace-hill.org,"43382 Heather MeadowsNew Lisaburgh, WI 19151-0302",LightBlue,33.3841105711181,12.677401437121036,35.622530591605994,3.680847338174777,528.3092250312227
williammoore@rose.com,"686 Baker Fords Suite 893East John, IL 50171-9547",Brown,32.878474365657695,13.032534975943193,37.87095205416159,4.693732057983858,610.1280331303979
angela25@walker.com,"456 Eric ViewsNorth Amanda, MS 98876-3102",Chocolate,34.50141785278397,12.44761745405695,37.53453024067718,4.008352234634593,584.1058850493532
arice@reynolds.info,"740 Marshall SquaresDavidbury, AL 94251-0846",Thistle,33.56647438959015,12.235659245108506,37.27757337619507,2.5320440615078934,466.4211988217437
adam75@gmail.com,"9991 Macdonald SquaresVasquezborough, WY 73586-4597",Purple,32.8487928288471,10.973162084317348,36.60950715426321,2.8709869096996963,404.82452887268687
charlesgutierrez@hotmail.com,"363 Kathleen UnderpassAshleyside, PR 98964",MistyRose,33.53186013061325,13.665769794267847,36.90022076162611,3.515688256202335,564.7909690079206
codyandrews@hotmail.com,"63010 Reyes Creek Apt. 569West Catherinetown, MN 67491-6816",Indigo,33.41906734548329,13.391120179234008,37.19419104646396,4.069916618589859,596.516697973153
