Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn
Amanda Gutierrez,29.0,1424.28,0,5.24,10.0,2012-09-13 05:07:21,"67046 Helen Inlet Apt. 409
New Jenniferhaven, UT 48234-4732","Hill, Young and Wells",0
Angela West,59.0,1071.71,0,12.79,9.0,2012-06-25 11:03:48,"6207 Roberto Neck Suite 645
New Gregorytown, PA 87007","Butler, Jackson and Parker",1
Courtney Lopez,27.0,1423.77,0,4.16,11.0,2008-11-26 21:03:07,"8860 Munoz Circle Apt. 312
Port Isaac, MD 51760-5509",Long LLC,0
Ricky Guerra,26.0,1338.44,1,4.51,10.0,2010-02-27 19:01:48,"8550 Proctor Rapids
New Amy, AK 73370-6846",Wilson Ltd,0
Lisa Salazar,52.0,884.31,1,13.57,3.0,2016-08-21 19:46:01,"33247 Brandon Run
East Timothymouth, PW 05365",Williamson-Bishop,1
Phillip Davidson,45.0,818.69,0,13.0,9.0,2016-02-04 18:22:35,"8611 Salazar Gateway Apt. 456
New Jamesfurt, GU 71294",Martinez-Green,1
Reginald Holmes,28.0,1420.8,0,5.58,10.0,2015-12-20 10:58:17,"6189 Shelby Plaza Apt. 639
Tateton, AS 52907",Lewis and Sons,0
Christopher Parker,57.0,480.26,1,12.48,8.0,2014-06-25 11:12:42,"67056 Jessica Cape
New Charlotte, IN 85273",Turner-Griffin,1
Shawn Walsh Jr.,55.0,909.82,0,12.92,6.0,2009-02-13 02:49:46,"73827 Phillips Port
North Melissa, MP 45669",Rowe LLC,1
Catherine Haas,25.0,1408.3,1,5.2,11.0,2014-01-14 18:49:07,"USNV Johnson
FPO AE 63903-9167","Fox, Morgan and Andrade",0
Michael Jones,50.0,836.99,0,10.98,5.0,2010-04-22 07:46:52,"11414 Schneider Meadows Apt. 857
Lake Gary, WA 11423",Rice LLC,1
Debbie Hickman,23.0,1115.74,1,6.13,10.0,2010-03-17 14:36:18,"745 Price Radial
Smithmouth, NM 35315",Valdez-Williams,0
Matthew Ray,51.0,593.63,0,11.7,7.0,2007-12-19 19:15:59,"7011 Mackenzie Way Apt. 055
Taylorview, SD 95382","Young, Jones and Ramirez",1
Nicholas Davis,21.0,1732.28,1,5.34,11.0,2011-12-16 18:32:32,"05909 Kevin Street Suite 043
Christopherton, IL 02761",Chavez-Allison,0
Brian Bond Jr.,54.0,767.3,0,12.17,7.0,2009-01-18 04:15:38,"011 Mccann Gardens Apt. 305
Simsburgh, PW 47534-0091","Hardy, Lara and Rodriguez",1
Cindy Woodward,27.0,1204.48,0,2.42,10.0,2008-01-29 03:20:21,"9241 Fred Meadow
Martinezchester, GA 61471","Colon, Stephens and Hart",0
Jenna Alexander,21.0,1507.01,1,6.34,9.0,2012-08-20 21:42:10,"2426 Tyler Forks Apt. 023
New Lisa, WI 68844-0006",Brown-Schultz,0
Andrea Moody,24.0,1655.52,1,5.54,10.0,2013-12-16 10:49:05,"8304 Walters Mills
Port Susan, NY 81162",Maxwell LLC,0
Abigail Jackson,57.0,739.99,1,13.69,5.0,2013-06-10 13:43:09,"111 Cox Junctions
Adamport, IA 33951-2851",Riddle LLC,1
Christopher Wright,29.0,1505.66,0,4.2,11.0,2011-06-30 00:09:33,"41523 Mary Passage Suite 529
Josephtown, GA 12662","Duran, Bell and Mccoy",0
Karina Miller,61.0,871.78,1,11.78,7.0,2012-11-29 14:31:59,"017 Gonzalez Curve
Port Joshua, DE 74685-0854",Jones-Jackson,1
Karen Brandt,23.0,1138.87,0,4.05,12.0,2010-07-24 11:11:29,"5315 Jared Fords
Martinezstad, CA 31132",Glass Ltd,0
Scott Flynn,19.0,1599.49,0,5.47,11.0,2006-11-03 22:55:16,"7797 John Square Suite 389
Brandyview, AS 11268","Rodriguez, Thompson and Hernandez",0
Tracy White,47.0,732.58,0,12.69,4.0,2014-08-10 17:07:44,"938 Martinez Wall
Susanmouth, UT 99206-3090",Bowers Ltd,1
Shawn Mcintosh,51.0,728.64,0,15.0,6.0,2008-01-14 09:51:34,"43308 Wilson Squares Suite 862
Welchton, KS 13586",Morales Inc,1
Brandon Haynes,48.0,963.15,1,14.71,7.0,2013-08-21 11:04:10,"957 Eric Extensions Suite 848
South Scottville, OR 90128-1254",Shepherd Group,1
Ryan David,18.0,1892.9,1,5.21,14.0,2006-07-18 18:45:36,"7495 Thomas Passage
West Leslie, NJ 04507-8142","Thompson, Bowman and Armstrong",0
Ricky Webb,59.0,694.12,0,14.27,7.0,2014-03-31 09:24:41,"69654 Jordan Rapid
Reynoldsland, NY 47245-6774",Love-Cox,1
Sherry Herrera,50.0,641.56,1,12.82,5.0,2013-06-04 11:10:50,"47257 Hansen Loaf
East Samuel, AK 53827-4866","Clayton, Evans and Simpson",1
Mason Roberts,59.0,681.31,1,12.4,9.0,2009-05-04 15:16:05,"9910 Powell Cove
East Gabriel, VA 87601-2518",Rivera-Thomas,1
Ashley Moore,44.0,619.25,1,13.22,6.0,2006-07-29 23:43:08,"72437 Eric Street
Wilsonshire, SC 40758-9495","Tucker, Smith and Vasquez",1
Richard Turner,21.0,1005.55,0,5.2,13.0,2011-03-28 13:57:56,"572 Green Terrace
Brittanystad, AL 64535-5610","Williams, Kent and Hester",0
Chris Pierce,52.0,664.53,1,13.16,9.0,2009-12-30 02:31:20,"98679 Jennifer Shoals
Fishertown, MA 67502","Barnes, Brown and Johns",1
Justin Shaw PhD,52.0,636.84,1,13.62,7.0,2016-09-15 07:23:39,"78424 David Meadow Suite 929
North Nicolemouth, AK 98292",Jones-Ellis,1
David Smith,54.0,673.59,1,9.46,9.0,2013-06-20 07:24:12,"442 Jonathan Cliff Apt. 702
Navarrochester, ME 50346-8645",Rios Ltd,1
Cheryl Moore MD,26.0,1575.88,1,4.09,14.0,2015-09-10 11:07:12,"1206 Keith View Suite 494
East Mirandaland, NV 00451-9138","Nguyen, Gutierrez and Jones",0
Brenda Campbell,59.0,864.98,1,12.53,7.0,2010-08-16 16:14:39,"1914 Deborah Fields
New Gregorymouth, HI 16372",Washington-Berry,1
Linda Daniels,33.0,1384.63,1,5.72,12.0,2011-03-16 13:28:39,"72711 Carlos Groves
South Tammy, ND 35383","Erickson, Brown and Romero",0
Lindsey Brooks DVM,27.0,1768.27,1,3.11,15.0,2008-10-29 04:22:58,"Unit 3232 Box 9319
DPO AA 62588","Arnold, Rodriguez and Spencer",0
Janice Miller,31.0,1602.66,1,5.67,12.0,2013-04-08 00:49:48,"823 Moore Causeway Apt. 400
North Jonathan, ME 18612",Gross-Crosby,0
Charles Martinez,31.0,1388.64,1,5.98,10.0,2009-03-26 11:19:38,"USNS Austin
FPO AP 54440","Gentry, Tucker and Wallace",0
Thomas Cruz,21.0,1468.27,0,3.79,9.0,2009-12-19 20:03:43,"9637 Brown Dale
Jeremyton, NC 93048",Johnson Inc,0
Stephen Cooper,51.0,712.14,0,11.66,6.0,2014-04-09 01:16:29,"Unit 2476 Box 1134
DPO AE 58530-3152",Hunter-Smith,1
David Brown,21.0,1434.0,0,2.56,10.0,2013-05-13 19:32:46,"5593 Smith Turnpike
New Timothy, NC 69271",King Inc,0
Carmen Cervantes,27.0,1456.34,1,3.84,10.0,2014-02-16 09:52:48,"Unit 5351 Box 2850
DPO AA 55358-2127","Oconnor, Gonzalez and Mullins",0
Michael Huang,32.0,1268.78,1,4.1,11.0,2009-07-09 01:24:01,"127 Romero Tunnel
Cookburgh, MT 32464",Green-Rice,0
Michelle Noble,26.0,1274.78,1,5.25,9.0,2015-03-31 23:50:03,"30674 Melissa Lake
East Latashastad, KY 98945",Phillips-Hudson,0
Mary Jimenez,28.0,1498.51,0,5.02,12.0,2006-10-20 10:51:54,"42539 Todd Well Apt. 000
Williamsmouth, GU 98502-7944","Miller, Smith and Morris",0
Ricardo Mckenzie,23.0,1777.36,0,4.06,11.0,2015-11-27 12:49:36,"1284 Miller Pike Apt. 855
Sandraton, SD 31697-5608",Dominguez-Adams,0
Tricia Berry,20.0,1768.41,1,4.41,8.0,2013-09-21 17:07:42,"Unit 0074 Box 1379
DPO AP 53941",Moore PLC,0
Samantha Johnston,58.0,1079.3,1,12.66,8.0,2013-07-27 12:22:33,"5394 Torres Forge Apt. 063
Lake Jeffrey, IL 32915",Jones Group,1
Willie Peterson,50.0,510.41,0,13.56,7.0,2012-08-16 13:03:06,"390 Samantha Tunnel Apt. 123
North Autumn, VI 86455-5795",Santos LLC,1
Heather Knight,21.0,1367.42,0,5.67,12.0,2006-01-06 17:11:48,"711 Melissa Turnpike Apt. 436
Hamiltonhaven, MP 52134-1587",Contreras-Elliott,0
Tiffany Powell,29.0,1427.58,1,4.83,11.0,2016-08-06 14:39:49,"273 Thomas Well
Conniehaven, AK 02766-5579","Mckinney, Liu and Moody",0
Rachel Hall,16.0,1605.59,0,3.82,9.0,2006-06-15 09:28:23,"15329 Jones Manors
Campbellshire, OK 37748",Kane Inc,0
Ashley Reed,58.0,805.28,0,14.85,6.0,2014-01-17 05:17:34,"641 Matthews Orchard
Margaretfurt, NM 12774-1334",Gutierrez and Sons,1
David Hunter,55.0,671.64,0,12.15,6.0,2013-04-25 14:48:26,"232 Frank Terrace Apt. 844
North Ralph, MT 30917",Collins and Sons,1
Jennifer Gibson,20.0,1331.69,0,4.37,13.0,2011-08-31 02:56:43,"USS Christian
FPO AA 29481",Bradley Group,0
Brian Reyes,25.0,1229.37,1,5.95,12.0,2011-11-28 08:43:00,"096 Hunt Bridge
Morrisonfurt, UT 04720","Moore, Williams and Miller",0
Kelly Harper,17.0,1078.7,1,5.54,11.0,2007-12-26 23:18:15,"719 Carter Throughway Apt. 713
Deleonside, UT 80080",Walsh-Moore,0
Joanna Taylor,20.0,1550.41,1,4.47,9.0,2007-12-09 04:55:41,"41664 Barrett Lane
South John, MT 01317-9535","Hamilton, Bailey and Johnson",0
Kristin Mcgee,29.0,1649.49,0,5.3,10.0,2011-12-15 03:52:31,"374 Austin Viaduct
Lorettaland, MN 37300-8246",Gonzalez LLC,0
Caleb Sanders,54.0,826.35,1,12.62,10.0,2015-04-29 19:08:19,"85599 Gabriella Cape Apt. 547
Jensenbury, PW 46229-4916","Travis, Palmer and Patrick",1
Patrick Fisher,50.0,666.08,0,12.28,6.0,2013-03-20 07:06:13,"513 Campos Throughway
East Kathryn, MD 36629-9031",Jackson PLC,1
Tammy Morris,22.0,1306.02,1,4.89,11.0,2014-09-10 08:08:49,"9415 Jack Corner Apt. 297
Gutierrezland, IL 59808-2326",Esparza Ltd,0
Jacqueline Brooks,19.0,1360.29,0,4.26,11.0,2008-06-11 15:01:58,"93310 Melinda Street Suite 596
Port Drew, ND 52160-9507",Brown PLC,0
Kyle Howard,47.0,580.25,0,12.12,7.0,2007-03-22 19:49:42,"81437 John Mountains
Allisonmouth, TX 65675-5353",Wilson Group,1
Erica Gray,53.0,447.39,1,13.11,5.0,2013-07-06 10:22:34,"PSC 5313, Box 7383
APO AA 91035",Sharp-Boyer,1
Robert Zimmerman,30.0,1267.15,0,2.0,11.0,2016-09-23 17:52:23,"07356 Lopez Views Apt. 994
South David, NV 20899","Ball, Ramirez and Smith",0
Crystal Taylor,41.0,740.96,0,12.31,5.0,2016-05-24 10:35:34,"1092 Lindsey Pines Suite 402
East Kyleville, GU 14772",Taylor-Salazar,1
Kimberly Murray,51.0,682.56,1,13.15,6.0,2015-03-15 04:35:39,"08595 Bean Circle Apt. 653
Kirbyville, WI 64204",Flores LLC,1
Brent Barnes,59.0,716.86,0,11.74,4.0,2009-11-28 04:46:11,"1557 Johnson Knolls
North Kimberly, PW 27646","Pena, Miller and Moore",1
Jonathan Lopez,56.0,1264.75,1,13.63,8.0,2008-04-07 04:16:40,"2301 Darrell Ways Apt. 360
Andrewfurt, PA 05974-4000","Wright, Kline and Middleton",1
Patrick Myers,61.0,668.82,0,14.04,8.0,2015-03-02 12:36:20,"015 West Lock
Murillochester, WI 36776",Turner and Sons,1
Gary Smith,58.0,844.65,0,10.73,6.0,2015-02-21 18:03:23,"01636 Fernandez Branch
Richardmouth, VT 26994-7793",Moore-Farrell,1
Charles Farmer,49.0,765.54,1,11.63,6.0,2012-04-08 09:17:07,"4111 John Fort
Lake Glenn, IN 97182-3474","Conner, Hodges and Davidson",1
Donna Young,49.0,698.69,0,12.2,6.0,2013-12-05 22:09:15,"8182 Lindsay Route
New Davidton, MH 87339-8191",Buchanan-Thomas,1
Sharon Rodriguez,24.0,1489.58,1,5.36,10.0,2009-05-10 01:04:55,"06768 Crawford Keys Suite 164
Port Ana, TN 46332-5044",Mcdonald Group,0
James Logan,51.0,727.59,1,11.11,6.0,2014-05-08 23:14:56,"683 Strickland Rapids
South Elizabeth, DC 82151-8475",Morris Ltd,1
Johnny Arellano,23.0,1635.5,1,4.66,13.0,2011-07-06 09:04:17,"4006 Susan Point
Carlsonbury, MT 84027",Gonzalez-Campbell,0
Brian Turner,29.0,1263.46,1,2.59,11.0,2016-02-22 07:24:46,"2057 Paula Freeway Apt. 268
Joshuaberg, SD 52119-1180",Davis-Mcdaniel,0
Patrick King,50.0,540.56,0,12.3,5.0,2016-10-07 02:51:26,"PSC 5084, Box 1675
APO AP 07864","Jones, Kim and Parker",1
Matthew Welch,62.0,847.9,1,13.47,8.0,2013-03-15 04:12:49,"9479 Waters Drive Apt. 593
Jamesville, MI 81273","Collins, Wood and Ochoa",1
Jamie Jackson,24.0,1652.87,1,5.24,11.0,2008-04-21 15:21:48,"52684 Ralph Mews Suite 513
Parkerburgh, OH 43763-0965",Michael-Meyer,0
Nathaniel Hoover,26.0,1524.99,1,6.41,10.0,2014-01-09 23:44:53,"USNV Watson
FPO AA 77264","Carey, Davies and Grant",0
Michael King,58.0,869.72,1,12.96,5.0,2011-06-09 22:43:33,"557 Rachel Station Suite 042
Mcdonaldchester, NE 85171",Campbell-Lewis,1
Jacob Taylor,26.0,1107.43,1,5.2,10.0,2008-12-19 06:38:59,"358 Ward Ranch Apt. 818
Warrenfurt, NM 83022",Bell Inc,0
Tiffany Gonzalez,34.0,1597.97,0,4.01,10.0,2010-12-23 08:32:14,"2737 Sheila Road Apt. 116
Torresville, AR 06154","Mitchell, Boyd and Burke",0
William Obrien,51.0,419.79,0,12.02,10.0,2008-07-09 13:41:13,"9314 Leslie Keys
Ericmouth, NE 96527",Maldonado-Perkins,1
Shannon Adams,58.0,715.5,1,12.02,8.0,2006-09-06 07:36:34,"9614 Hunter Unions
Haydenview, MD 33509-9519",Wilkinson Ltd,1
Erica Moss,61.0,901.62,0,11.14,5.0,2009-10-30 21:19:10,"238 Elizabeth Roads Apt. 034
Kellystad, NE 91590",Nunez-Austin,1
Daniel Jones,23.0,1460.88,0,5.29,11.0,2013-11-27 02:20:49,"6493 Sawyer Parkways Apt. 758
Angelaburgh, AK 80505",Bond-Gutierrez,0
Derrick Porter,23.0,1236.62,1,4.61,10.0,2012-01-27 21:34:37,"507 Cristian Shore
Taylorberg, IA 50672-7105",Rios LLC,0
Amanda Roberts,26.0,1729.25,0,3.74,13.0,2013-03-02 10:41:23,"40669 David Corner
Ruizshire, KS 99584",Gonzales-White,0
Barbara Padilla,19.0,1916.85,1,4.71,10.0,2015-05-08 23:46:21,"326 Hess Ways
Wileymouth, VA 38541-9385",Wilson-Mcknight,0
Richard Walsh,54.0,828.74,1,11.4,7.0,2008-09-08 10:49:17,"7751 Timothy Way
North Melissabury, PA 23328","Sharp, Ford and Gutierrez",1
Trevor Wallace,57.0,476.6,1,12.82,4.0,2006-07-06 14:03:03,"2890 Eric Fork
North Donside, ND 97254-6778",Massey LLC,1
Julie Fuentes,59.0,712.22,0,13.04,5.0,2011-07-29 14:19:44,"60095 Danielle Ville Suite 125
West Angelaton, NY 15100-5963",Hatfield Inc,1
William Williams,28.0,1348.19,0,5.41,12.0,2013-05-31 08:17:11,"8576 Boone Inlet Apt. 786
New Deborahstad, OH 98291-4912","Hughes, Baird and Roth",0
Angela Perkins,35.0,1666.71,1,4.99,12.0,2011-08-27 02:01:27,"9576 Bryant Burgs
East Jamesmouth, ME 37801","Guerrero, Perez and Greer",0
Johnathan Anderson,58.0,683.1,0,12.67,7.0,2009-08-06 02:51:42,"5715 Walker Points Suite 424
Warnerland, WA 93662",Hubbard-Berger,1
Catherine Pitts,24.0,1455.77,0,5.99,11.0,2008-03-16 17:18:22,"Unit 1908 Box 9100
DPO AP 80422-6569","Garcia, Mcintyre and Dickerson",0
Connor Farrell,48.0,579.15,0,12.32,5.0,2011-12-31 03:29:51,"61340 Melanie Corners Suite 180
Lake Nataliehaven, MP 52794-1393",Johnson Ltd,1
Nancy Walton,26.0,1291.0,0,3.88,11.0,2008-07-30 20:31:43,"10418 Flores Mount Suite 286
Port Debra, VT 47908-4691",Tanner Ltd,0
William Jackson,26.0,1457.14,0,5.13,10.0,2011-08-05 22:31:24,"7839 Griffin Islands
North Joseph, MA 60692","Cooper, Shepherd and Cox",0
Mary Jones,49.0,379.18,0,12.47,8.0,2015-02-21 12:21:18,"338 Sparks Valley
Port Vanessa, PR 30778-4383",Moore-Rogers,1
Kevin Roman,58.0,635.98,0,13.4,4.0,2008-01-18 17:10:17,"461 Manning Brook
South Monicaton, TN 22485","Carroll, Diaz and Alvarado",1
Michael Weeks,24.0,1220.16,0,3.64,8.0,2014-01-29 22:18:20,"033 Stephanie Stravenue
Pereztown, IN 18144-3217","Gonzalez, Jones and Murray",0
Daniel Bryant,15.0,1537.88,0,3.3,10.0,2009-01-14 19:14:40,"PSC 5356, Box 3825
APO AE 49265",Patterson and Sons,0
Patricia Doyle,22.0,1232.39,0,3.88,13.0,2012-03-14 03:10:02,"90132 Cordova Pike Suite 062
West Mitchell, AK 17801",Ballard-Smith,0
Jessica Miranda,50.0,702.02,0,11.09,9.0,2007-06-25 20:32:16,"944 Jimmy Hill Apt. 470
North Kimberly, VI 90875-9513","Rasmussen, Bond and Henry",1
Nicholas Hanna,29.0,1593.6,0,5.13,10.0,2008-04-16 09:31:21,"PSC 4356, Box 4063
APO AA 52024-8017",Davis Ltd,0
Janet Johnson,55.0,652.55,1,11.07,4.0,2014-01-15 22:12:38,"16003 Barber Trace Apt. 716
Savannahtown, RI 28416-2327",Moore-Gregory,1
Cassandra Hamilton,60.0,1053.66,0,13.56,5.0,2007-09-20 12:24:57,"200 Matthew Mission
Wrightview, MI 20538-1826",Tyler-Hill,1
Michelle Lawson,56.0,380.57,0,13.5,5.0,2010-06-23 16:54:06,"8503 Chelsea Underpass
Port Kayla, CA 07473","Holder, Roth and Cooper",1
Katrina Robles,49.0,527.84,0,13.53,7.0,2007-02-28 19:49:45,"09756 Philip Street
East Shelleyshire, NY 77551","Love, Lewis and Cameron",1
Aaron Hernandez,53.0,651.59,1,12.22,6.0,2015-08-10 11:12:23,"619 Nicholas Port Suite 023
West Manuelshire, GA 17631",Butler-Tucker,1
Kelly Craig,59.0,761.0,0,11.29,7.0,2016-10-26 18:16:26,"303 Brandy Mountain
Raymondborough, MS 19106",Lutz-Bass,1
Juan Farmer,36.0,1639.59,0,3.86,13.0,2010-12-02 04:51:10,"164 Debra Knolls
Mitchellmouth, IA 37758-7130",Smith-Moore,0
Glenn Fitzpatrick,24.0,1371.87,0,5.07,13.0,2014-07-06 17:36:42,"6443 Nicholson Lock Apt. 602
West Colin, WV 70727","Odonnell, Lopez and Parker",0
Jennifer Morris,55.0,546.85,1,13.76,8.0,2016-10-05 06:40:36,"443 Walters Isle Apt. 319
Emilymouth, NY 78113",Jones PLC,1
Elizabeth Farley,27.0,1489.5,0,4.21,11.0,2007-07-27 02:54:35,"527 Tammy Causeway Suite 236
Schwartzburgh, GU 69228-5539","Jones, Cannon and Ware",0
Norman Burnett,61.0,727.38,1,11.97,8.0,2011-12-05 09:34:15,"215 Oneal Isle
New Karen, FM 66125-3519",Roberson and Sons,1
Hannah Shelton,50.0,716.64,0,12.15,7.0,2007-03-04 06:42:14,"253 Lindsay Union
Lindseyton, ND 42748-1704",Sanchez Group,1
Jessica Cooke,53.0,692.93,0,13.45,7.0,2011-03-18 01:59:01,"3184 Patterson Island Suite 928
Port Teresa, AK 68210",Collins Group,1
Jorge Chavez,57.0,703.24,1,11.73,7.0,2014-09-10 10:58:31,"2897 Michael Extension
West Theresa, KY 04039",Green and Sons,1
Daniel Lamb,16.0,1876.16,1,2.83,8.0,2012-12-20 23:45:33,"402 Kendra Mission Suite 774
North Michael, DE 82871","Miller, Nichols and Schneider",0
Gary Smith,56.0,425.45,0,12.82,8.0,2010-01-04 13:14:22,"28238 Fletcher Inlet
Curtisburgh, OK 75012-7335",Kane and Sons,1
Nicole Arroyo,34.0,1450.61,1,4.7,10.0,2013-04-30 03:22:17,"PSC 5209, Box 3588
APO AA 89384-4250",Newton-Nguyen,0
Jillian Hall,21.0,1542.42,0,5.46,10.0,2008-05-22 20:34:55,"896 Ronald Island Suite 256
New Traceyshire, AZ 14718-6116",Mitchell PLC,0
Jesus Sanchez,27.0,1369.34,1,5.86,11.0,2015-07-23 04:14:13,"68659 Warner Mount Apt. 096
Rodriguezmouth, AS 91392","Gonzales, Delacruz and Miller",0
Carlos Hernandez,54.0,824.01,0,10.38,6.0,2008-03-18 19:03:37,"USNV Wilkerson
FPO AA 88958","Howe, Harris and Bauer",1
Marvin Mccoy,56.0,740.83,1,13.35,6.0,2010-02-26 23:50:00,"51984 Mccoy Plains
Gardnerview, IA 48663","Beard, Wolfe and Hendricks",1
Rhonda Sanchez,23.0,1371.0,1,3.36,11.0,2008-10-19 18:49:38,"3100 Todd Drive
New Zacharymouth, WI 65319",Ochoa-Martinez,0
Scott Simmons,54.0,423.96,1,12.45,5.0,2013-05-29 00:36:48,"49439 Brian Burgs
Port Kristina, ID 02925-7318","Johnson, Bell and Ho",1
Dr. Jennifer Johnson,56.0,603.95,1,12.72,6.0,2011-07-17 20:08:21,"31571 Joshua Crest Suite 015
Shannonfort, AS 94310-4989",Graham Group,1
Julie Campbell,27.0,1462.29,0,2.99,11.0,2006-08-13 10:01:41,"75752 Jordan Cove Suite 557
Garciatown, LA 23864",Green-Mckee,0
Alicia Carroll,45.0,735.15,1,12.73,6.0,2011-11-20 06:02:58,"115 Carter Tunnel Apt. 847
Fitzpatrickhaven, AL 33543-7131",Johnson-Moody,1
Larry White,55.0,601.61,1,12.0,6.0,2011-08-06 22:44:25,"54093 Cooper Pike Suite 796
North Kathy, IA 49100",Carter PLC,1
Teresa Curtis,53.0,587.52,1,13.7,7.0,2010-01-30 23:56:50,"310 Johnson Pike Apt. 311
West Alexandriaburgh, NV 72858-8497",Conrad-Smith,1
Emily Bates,29.0,1279.04,1,3.96,11.0,2014-06-19 09:13:01,"93259 Brandon Mission
East Cassandra, NJ 65788",Campbell PLC,0
Jacob Garcia,22.0,1445.9,0,4.59,13.0,2009-09-23 23:30:11,"79615 Murray Dale
Lake Jessefurt, AK 07989-2906",Hayes Group,0
Kathryn Chase,22.0,1399.8,0,4.3,9.0,2016-11-28 07:10:22,"962 Smith Parks Suite 322
Maryville, NE 02262-2241","Williams, Humphrey and Franklin",0
Kristin Wells,63.0,498.82,1,12.99,5.0,2014-10-28 10:21:04,"311 Stephanie Walk Apt. 437
South Todd, NH 57629","Reynolds, Smith and Pearson",1
Claudia Brown,49.0,890.63,0,12.57,6.0,2012-07-20 05:22:52,"0341 Norma Vista Suite 631
North Charlesburgh, RI 72034-3380",Smith-Barber,1
Richard Perez,33.0,1720.93,1,3.47,13.0,2014-08-15 22:52:35,"4160 Nixon Common
Robertshire, AS 32094-5530","Hall, Santos and Miller",0
Juan Hernandez,33.0,1423.04,1,4.7,11.0,2006-03-24 16:38:38,"159 Brooks Lock Suite 860
West Whitney, MT 69605",Bridges-Anderson,0
Ashley Williams,27.0,1320.97,1,5.24,12.0,2011-11-04 10:31:13,"5787 Steven Valleys Suite 803
New Traceyborough, ME 65262-5297",Montoya-Smith,0
Donna Hill,24.0,1501.73,0,5.12,11.0,2009-05-09 16:26:48,"Unit 1429 Box 3423
DPO AP 14798-0137",King-Campbell,0
Michael Jackson,58.0,1050.72,0,12.8,3.0,2016-04-04 09:14:57,"2122 Blake Court
Johnsonport, WA 31569-9214",Johnson-Hamilton,1
Miss Renee Atkins DDS,21.0,1639.28,0,3.18,11.0,2014-09-05 11:09:00,"2669 Smith Parkway Suite 811
Jennifershire, MH 19344",Harris Group,0
Joseph Carter,31.0,1620.0,0,4.81,10.0,2010-07-31 01:07:34,"377 Sara Ridges
Wolfetown, NE 60419",Ramsey Ltd,0
Cole Yates,54.0,985.32,1,11.61,7.0,2006-04-16 08:42:09,"Unit 5396 Box 4663
DPO AE 89474-3232",Curry Inc,1
Shawna Smith,50.0,496.67,0,11.74,7.0,2010-10-11 03:42:43,"6515 Welch Rapids Suite 573
North Shannonborough, PR 73687","Walter, Wood and Goodwin",1
Samantha Ward,24.0,1834.45,0,4.83,10.0,2011-08-07 14:18:30,"2004 Denise Spur Apt. 444
North Josephberg, AL 55145",Lewis-Morse,0
Mr. Kenneth Gonzalez,30.0,1504.25,0,4.2,12.0,2013-09-02 04:25:41,"925 Eric Vista
Loriview, AS 23043","Manning, Vang and Koch",0
Jared Simon,46.0,564.56,1,12.3,6.0,2006-06-13 04:47:54,"6846 Patricia Center Suite 861
Shellyland, OH 43423-6202",Perez-Pierce,1
Mrs. Tracy Arias,52.0,1042.62,1,11.7,7.0,2014-01-25 19:13:25,"89963 Williams Valley Apt. 865
Richardville, VA 89413-9284","Diaz, Perkins and Mckay",1
Taylor Washington,28.0,1788.39,1,3.62,13.0,2007-07-04 13:03:49,"248 Hayes Circles
Jessicastad, IA 14723","Jones, Stevenson and Rogers",0
Laura Gonzalez,12.0,1221.64,1,4.36,10.0,2013-01-26 07:24:41,"397 Gould Fields
New Denise, MS 73505-5006","Dixon, Richardson and Martinez",0
Stephen Phillips,27.0,1616.19,1,4.18,13.0,2014-10-09 18:56:39,"959 Gallegos Inlet
Christophermouth, AK 25245-7725",Brown PLC,0
Kimberly Watson,53.0,512.9,1,12.64,7.0,2006-12-04 07:59:25,"270 Jones Station Apt. 311
West Tony, MO 55607","Kelley, Dean and Archer",1
Kristy Martin,25.0,1254.95,1,3.55,12.0,2015-04-05 04:01:42,"652 Jorge Trail
Erikastad, PR 33536",Kaufman Ltd,0
Susan Newman,21.0,1459.67,0,3.83,11.0,2015-05-09 10:54:45,"790 Kyle Fort Apt. 140
New Jesseberg, VI 00140",Nguyen-Edwards,0
Eric Scott II,62.0,617.7,1,12.27,8.0,2012-10-15 10:57:00,"7266 Foster Heights Suite 112
East Alyssa, SC 70514-8903",Mendoza LLC,1
John Diaz,20.0,1474.09,0,4.49,11.0,2010-02-08 20:21:56,"101 Scott Brook
Robinsonville, WY 10860-7467","Castro, Smith and Henry",0
Donald Lewis,24.0,1253.5,0,4.83,13.0,2014-07-28 05:04:35,"4028 Holly Valleys
West Melissaberg, RI 08163","Moore, Brown and Gray",0
Crystal Martinez,58.0,870.61,0,13.32,7.0,2012-09-18 06:19:35,"930 Lee Greens
South Jacqueline, CA 02628",Ross LLC,1
Steven Cordova,59.0,442.03,1,12.13,3.0,2008-03-27 21:48:48,"3338 Dixon Route Suite 625
Garyborough, MA 36491-3337","Miller, Roth and Neal",1
William Powers,28.0,1408.3,1,4.55,12.0,2008-09-03 08:05:04,"877 Huerta Drive
Michaelhaven, MT 57116",Hansen-Lewis,0
Michael Gentry,23.0,1324.05,1,4.1,10.0,2016-06-01 16:35:42,"73042 Briggs Ranch Apt. 149
Lake Michelleport, DC 69410",Wilson LLC,0
Katherine Santos,52.0,685.95,0,13.58,7.0,2011-12-06 17:14:21,"4110 Neal Square
Port Angelaview, UT 74790-6048",Moore-Hunter,1
